dien_tich,so_phong_ngu,so_phong_tam,quan_huyen,loai_bds,gia_tien
168.1,5,4,Quan 1,NhaO,57.13
105.9,4,4,Quan 12,CanHo,3.934
125.0,2,1,Binh Thanh,CanHo,9.063
247.5,6,4,Quan 3,NhaO,65.132
109.9,4,3,Quan 6,CanHo,7.187
73.9,1,1,Phu Nhuan,CanHo,6.131
202.3,4,2,Nha Be,NhaO,12.592
122.8,2,1,Quan 7,CanHo,7.686
225.8,4,4,Quan 11,NhaO,42.315
56.0,2,1,Quan 4,CanHo,4.015
60.1,2,1,Go Vap,CanHo,3.1
125.6,1,1,Quan 3,CanHo,12.694
173.1,4,4,Phu Nhuan,NhaO,42.901
297.9,3,2,Quan 6,NhaO,48.151
66.2,2,2,Quan 6,CanHo,4.179
201.3,2,1,Binh Thanh,NhaO,26.685
236.4,4,4,Binh Chanh,NhaO,11.611
75.6,4,3,Tan Binh,CanHo,4.598
286.5,3,1,Go Vap,NhaO,24.096
91.1,3,2,Quan 10,NhaO,15.286
95.6,2,2,Thu Duc,CanHo,5.366
81.2,3,2,Quan 12,CanHo,3.207
299.0,4,3,Binh Thanh,NhaO,50.425
35.2,3,1,Phu Nhuan,NhaO,8.118
189.2,3,3,Quan 1,NhaO,55.82
266.7,3,1,Phu Nhuan,NhaO,56.415
206.5,2,2,Quan 5,NhaO,41.147
73.1,2,1,Tan Phu,CanHo,3.464
111.3,5,5,Quan 1,NhaO,39.526
97.4,2,1,Hoc Mon,CanHo,2.38
224.1,2,1,Thu Duc,NhaO,16.365
83.6,3,2,Binh Tan,NhaO,6.299
219.9,3,3,Go Vap,NhaO,18.476
106.3,4,3,Quan 8,CanHo,6.026
274.9,6,4,Quan 4,NhaO,57.555
240.5,2,1,Quan 4,NhaO,41.532
81.3,2,1,Quan 10,CanHo,6.169
266.0,6,5,Quan 7,NhaO,39.742
111.8,1,1,Tan Binh,CanHo,5.806
118.7,4,2,Quan 7,NhaO,15.253
250.0,3,3,Go Vap,NhaO,23.222
122.3,4,3,Quan 11,CanHo,9.336
65.8,5,5,Quan 5,NhaO,16.639
142.3,4,3,Quan 5,NhaO,32.077
98.0,3,3,Quan 7,CanHo,8.119
278.5,2,1,Binh Tan,NhaO,17.913
206.8,2,1,Quan 11,NhaO,33.146
170.2,5,3,Binh Thanh,NhaO,28.784
84.0,3,3,Quan 10,CanHo,7.59
203.7,3,1,Quan 1,NhaO,65.022
40.1,4,3,Quan 7,CanHo,2.941
86.7,3,2,Quan 3,CanHo,9.54
149.9,4,3,Tan Phu,NhaO,12.739
66.1,4,4,Tan Phu,CanHo,3.069
92.2,1,1,Quan 3,CanHo,9.106
92.7,4,3,Thu Duc,CanHo,5.102
258.0,3,1,Quan 10,NhaO,50.078
109.3,1,1,Go Vap,CanHo,5.292
122.2,6,4,Quan 1,NhaO,47.326
88.4,1,1,Nha Be,CanHo,2.948
120.8,3,3,Quan 6,CanHo,7.606
62.6,6,5,Quan 8,NhaO,7.766
59.1,4,4,Binh Thanh,NhaO,10.599
153.5,4,2,Tan Phu,NhaO,12.957
89.3,1,1,Quan 1,CanHo,11.542
116.4,2,2,Thu Duc,CanHo,6.389
134.6,4,2,Quan 5,NhaO,30.308
137.8,2,1,Tan Binh,CanHo,8.311
80.9,2,2,Quan 12,CanHo,2.732
125.0,2,2,Nha Be,CanHo,3.729
131.5,2,2,Go Vap,CanHo,6.366
114.2,4,3,Quan 5,CanHo,10.89
119.3,1,1,Tan Binh,CanHo,6.874
84.0,6,6,Quan 3,NhaO,26.416
122.7,2,2,Quan 6,CanHo,8.277
249.8,2,1,Go Vap,NhaO,24.021
135.0,4,2,Nha Be,NhaO,8.244
134.6,6,4,Phu Nhuan,NhaO,31.021
230.8,3,1,Quan 1,NhaO,74.02
130.4,3,3,Quan 10,CanHo,11.607
151.2,5,5,Quan 12,NhaO,10.425
62.2,2,1,Thu Duc,NhaO,4.757
49.4,2,2,Quan 6,CanHo,2.992
71.5,3,1,Quan 3,NhaO,14.446
117.3,3,3,Binh Tan,CanHo,4.923
55.8,2,2,Thu Duc,CanHo,3.104
176.6,4,4,Tan Binh,NhaO,24.14
119.4,3,3,Binh Thanh,NhaO,20.354
121.0,1,1,Nha Be,CanHo,3.821
129.7,2,2,Quan 10,CanHo,10.632
130.9,1,1,Phu Nhuan,CanHo,10.608
130.4,3,2,Quan 1,CanHo,17.109
66.6,1,1,Quan 8,CanHo,3.159
86.9,5,5,Quan 4,NhaO,18.795
54.2,3,3,Quan 5,CanHo,5.072
154.0,3,3,Quan 1,NhaO,42.055
244.4,4,4,Quan 7,NhaO,35.426
140.1,4,2,Quan 11,NhaO,22.069
74.1,1,1,Quan 1,CanHo,9.129
42.3,6,6,Binh Chanh,NhaO,2.455
242.5,3,1,Quan 12,NhaO,13.963
74.7,1,1,Phu Nhuan,CanHo,5.887
231.6,6,4,Quan 6,NhaO,36.426
212.9,6,4,Quan 12,NhaO,16.819
266.2,3,3,Nha Be,NhaO,14.921
91.1,1,1,Nha Be,CanHo,2.551
76.6,2,2,Quan 8,CanHo,3.889
44.4,1,1,Quan 8,CanHo,2.389
211.4,3,3,Quan 12,NhaO,13.103
70.6,2,2,Binh Thanh,CanHo,5.375
115.8,4,3,Quan 8,NhaO,14.362
48.5,3,2,Binh Chanh,CanHo,1.428
114.6,6,6,Quan 1,NhaO,43.334
122.7,2,1,Quan 11,CanHo,8.794
70.7,2,1,Tan Phu,CanHo,3.227
52.1,3,3,Hoc Mon,NhaO,2.663
228.1,5,5,Quan 11,NhaO,42.799
200.5,6,4,Thu Duc,NhaO,20.381
178.9,4,2,Quan 3,NhaO,43.027
136.0,6,4,Go Vap,NhaO,15.56
82.2,1,1,Quan 6,CanHo,4.715
259.0,6,4,Quan 10,NhaO,58.182
73.0,4,2,Tan Phu,NhaO,7.081
283.6,2,2,Binh Tan,NhaO,20.214
101.4,3,3,Quan 4,NhaO,18.748
82.7,4,4,Phu Nhuan,CanHo,7.54
108.0,2,1,Quan 5,CanHo,8.934
206.5,3,1,Phu Nhuan,NhaO,44.01
97.9,3,1,Thu Duc,NhaO,8.058
117.6,1,1,Binh Tan,CanHo,4.004
168.9,3,3,Quan 4,NhaO,27.235
192.5,6,6,Go Vap,NhaO,22.428
109.8,4,3,Binh Thanh,CanHo,9.69
36.1,2,2,Tan Binh,NhaO,4.659
200.0,2,1,Quan 6,NhaO,24.571
279.1,4,3,Quan 11,NhaO,47.167
285.8,3,2,Quan 12,NhaO,19.329
50.4,3,3,Binh Tan,CanHo,2.12
208.1,3,3,Hoc Mon,NhaO,10.222
96.4,1,1,Tan Phu,CanHo,4.037
34.5,4,2,Quan 5,NhaO,7.407
56.0,4,2,Hoc Mon,NhaO,2.712
160.2,3,1,Quan 4,NhaO,27.49
171.0,3,3,Tan Binh,NhaO,24.157
133.3,4,3,Quan 10,CanHo,11.047
66.1,4,4,Tan Binh,NhaO,10.392
191.5,4,3,Quan 12,NhaO,12.518
186.1,2,1,Quan 1,NhaO,45.747
140.4,2,2,Binh Thanh,NhaO,19.823
124.3,3,2,Quan 11,CanHo,8.877
76.6,4,4,Quan 8,CanHo,4.595
138.8,3,2,Quan 11,CanHo,10.22
150.6,5,5,Quan 10,NhaO,28.553
118.5,1,1,Binh Thanh,CanHo,8.708
252.3,4,2,Quan 4,NhaO,44.692
89.9,2,1,Quan 11,NhaO,11.595
98.3,2,2,Phu Nhuan,CanHo,10.094
148.5,3,1,Binh Tan,NhaO,11.21
35.6,2,2,Quan 8,CanHo,2.056
102.7,2,2,Quan 10,CanHo,9.069
104.3,3,3,Go Vap,CanHo,5.378
178.4,5,3,Quan 4,NhaO,37.593
136.0,2,2,Go Vap,CanHo,6.757
281.0,4,4,Tan Phu,NhaO,25.57
43.5,1,1,Thu Duc,CanHo,2.028
288.3,4,2,Thu Duc,NhaO,24.129
92.8,2,1,Phu Nhuan,CanHo,9.353
128.8,1,1,Tan Phu,CanHo,5.018
201.1,3,1,Phu Nhuan,NhaO,43.367
135.2,1,1,Tan Binh,CanHo,7.515
211.9,6,5,Phu Nhuan,NhaO,46.545
114.7,3,1,Binh Tan,NhaO,7.331
229.0,3,1,Binh Tan,NhaO,14.528
56.8,2,1,Quan 8,CanHo,2.798
278.5,5,3,Quan 5,NhaO,60.222
288.7,6,5,Nha Be,NhaO,20.45
129.0,2,1,Binh Tan,CanHo,4.269
56.0,2,2,Phu Nhuan,CanHo,5.192
133.5,1,1,Binh Tan,CanHo,4.49
293.7,5,3,Tan Phu,NhaO,28.625
212.0,4,2,Quan 1,NhaO,59.075
125.1,2,1,Hoc Mon,CanHo,2.627
69.1,2,1,Hoc Mon,CanHo,1.526
71.4,3,2,Go Vap,CanHo,3.544
215.2,6,6,Binh Chanh,NhaO,13.7
146.7,4,4,Nha Be,NhaO,8.963
247.5,3,2,Binh Tan,NhaO,17.179
64.4,1,1,Binh Tan,CanHo,1.997
88.2,3,2,Quan 3,NhaO,22.381
231.0,3,2,Tan Phu,NhaO,19.99
34.1,1,1,Go Vap,CanHo,1.694
185.5,5,3,Binh Chanh,NhaO,9.373
67.1,4,3,Go Vap,CanHo,3.931
62.9,2,2,Hoc Mon,CanHo,1.501
100.2,3,3,Tan Binh,CanHo,6.005
65.9,2,1,Quan 10,CanHo,5.183
127.9,3,2,Quan 11,CanHo,8.682
63.8,3,1,Quan 1,NhaO,17.492
75.1,2,2,Quan 8,NhaO,7.292
37.8,3,3,Nha Be,CanHo,1.162
206.8,4,3,Quan 4,NhaO,35.361
99.7,2,2,Tan Phu,CanHo,4.035
125.3,4,3,Binh Thanh,CanHo,11.257
77.8,4,3,Nha Be,NhaO,5.301
101.1,2,1,Thu Duc,CanHo,5.099
149.3,3,2,Quan 4,NhaO,24.308
32.0,2,1,Quan 1,CanHo,3.746
285.7,4,3,Binh Tan,NhaO,18.35
96.5,1,1,Quan 12,CanHo,2.878
59.0,3,2,Phu Nhuan,CanHo,5.243
198.8,4,2,Tan Binh,NhaO,29.318
102.0,2,1,Quan 12,CanHo,3.169
66.9,2,1,Quan 7,NhaO,8.192
107.7,4,4,Quan 11,CanHo,7.703
291.8,2,2,Quan 3,NhaO,73.482
45.5,4,4,Quan 11,CanHo,3.177
163.3,3,2,Quan 1,NhaO,46.491
82.1,1,1,Go Vap,CanHo,3.324
102.0,4,4,Quan 3,NhaO,26.0
271.8,3,2,Quan 8,NhaO,33.515
133.9,4,4,Quan 10,NhaO,28.473
154.4,6,6,Quan 8,NhaO,21.151
135.1,3,2,Binh Tan,NhaO,8.554
170.7,3,2,Nha Be,NhaO,11.003
269.6,6,4,Go Vap,NhaO,26.984
200.9,3,3,Quan 10,NhaO,34.797
44.9,2,2,Binh Chanh,CanHo,1.275
48.7,1,1,Hoc Mon,CanHo,0.96
121.4,6,4,Hoc Mon,NhaO,5.66
107.7,1,1,Quan 6,CanHo,6.381
117.2,3,2,Nha Be,CanHo,4.163
126.7,3,2,Phu Nhuan,NhaO,29.261
92.4,4,4,Tan Phu,CanHo,4.86
111.1,2,2,Binh Thanh,CanHo,7.961
109.8,3,1,Tan Phu,NhaO,9.318
132.3,3,3,Thu Duc,NhaO,12.0
57.8,1,1,Hoc Mon,CanHo,1.15
48.6,2,1,Nha Be,CanHo,1.497
42.4,1,1,Quan 5,CanHo,3.584
265.8,3,3,Quan 7,NhaO,35.597
184.2,6,5,Quan 3,NhaO,52.665
71.6,1,1,Quan 3,CanHo,7.306
280.7,6,6,Binh Tan,NhaO,23.158
180.7,4,3,Go Vap,NhaO,19.219
101.8,2,1,Hoc Mon,NhaO,3.875
134.0,1,1,Quan 4,CanHo,9.959
52.9,2,2,Quan 8,CanHo,2.968
114.8,3,2,Quan 5,CanHo,10.409
50.0,2,1,Quan 5,CanHo,4.059
299.6,4,3,Nha Be,NhaO,21.793
76.5,3,2,Go Vap,CanHo,3.953
236.7,5,4,Phu Nhuan,NhaO,53.436
135.7,1,1,Tan Phu,CanHo,6.595
66.5,3,3,Thu Duc,NhaO,5.551
261.0,2,1,Quan 8,NhaO,30.24
40.2,3,3,Quan 5,NhaO,7.352
59.0,2,1,Binh Chanh,CanHo,1.308
131.1,1,1,Binh Chanh,CanHo,3.352
252.9,5,3,Binh Tan,NhaO,19.637
203.4,2,1,Hoc Mon,NhaO,9.395
116.3,3,2,Quan 4,CanHo,9.932
132.5,1,1,Tan Binh,CanHo,8.378
44.6,4,4,Phu Nhuan,NhaO,9.621
165.6,3,3,Binh Thanh,NhaO,22.37
113.3,1,1,Tan Phu,CanHo,4.812
46.3,1,1,Quan 6,CanHo,2.803
137.8,2,1,Nha Be,NhaO,8.073
159.8,3,2,Quan 6,NhaO,22.332
196.3,5,3,Nha Be,NhaO,12.527
239.7,3,1,Quan 11,NhaO,40.494
211.4,4,3,Quan 5,NhaO,42.487
96.1,1,1,Go Vap,CanHo,3.991
120.7,4,4,Hoc Mon,CanHo,3.073
215.0,3,1,Quan 8,NhaO,26.103
95.6,4,4,Quan 3,NhaO,26.388
69.1,1,1,Quan 1,CanHo,8.109
86.4,4,4,Binh Thanh,NhaO,12.898
84.2,2,2,Nha Be,CanHo,2.628
76.0,3,3,Quan 11,NhaO,12.973
82.2,1,1,Quan 3,CanHo,7.334
125.3,1,1,Go Vap,CanHo,6.225
137.8,1,1,Quan 10,CanHo,10.087
83.7,4,2,Quan 7,NhaO,12.693
96.8,4,3,Quan 3,NhaO,22.901
34.0,3,2,Quan 7,CanHo,2.604
104.5,2,1,Thu Duc,NhaO,7.945
134.0,2,2,Quan 1,CanHo,15.45
41.5,3,3,Quan 6,CanHo,2.73
292.0,4,3,Tan Binh,NhaO,40.181
206.2,4,2,Quan 8,NhaO,25.488
113.4,5,3,Quan 6,NhaO,19.751
102.9,2,1,Quan 6,CanHo,5.664
115.8,3,1,Quan 7,NhaO,13.116
135.8,2,1,Tan Binh,CanHo,8.943
116.1,1,1,Quan 6,CanHo,6.341
93.2,2,2,Hoc Mon,CanHo,1.998
51.5,6,5,Go Vap,NhaO,5.127
51.9,3,2,Go Vap,CanHo,2.591
91.1,4,4,Quan 8,NhaO,12.414
112.2,2,2,Quan 10,CanHo,7.804
84.9,3,2,Hoc Mon,CanHo,2.235
115.8,3,2,Phu Nhuan,CanHo,10.785
59.5,4,4,Thu Duc,NhaO,6.077
175.2,5,5,Thu Duc,NhaO,17.455
108.6,4,3,Quan 8,NhaO,13.999
50.0,2,2,Tan Phu,CanHo,2.415
254.1,4,4,Tan Phu,NhaO,26.05
240.3,5,3,Quan 7,NhaO,31.448
80.7,2,1,Binh Thanh,CanHo,6.51
54.3,3,1,Tan Phu,NhaO,4.954
54.6,5,4,Quan 5,NhaO,12.472
221.0,5,3,Thu Duc,NhaO,21.495
178.6,2,2,Phu Nhuan,NhaO,39.806
264.6,3,1,Quan 7,NhaO,30.162
110.9,4,3,Quan 12,CanHo,4.354
289.3,2,1,Quan 6,NhaO,41.766
164.4,4,2,Tan Phu,NhaO,16.53
55.4,4,3,Quan 10,CanHo,4.665
192.0,3,1,Hoc Mon,NhaO,8.06
79.9,2,1,Quan 3,NhaO,16.864
210.1,6,4,Quan 3,NhaO,53.748
59.4,3,3,Quan 3,NhaO,14.783
232.3,3,3,Tan Phu,NhaO,19.062
71.8,3,3,Binh Thanh,CanHo,6.551
157.1,2,1,Quan 12,NhaO,10.631
76.7,2,2,Thu Duc,CanHo,4.089
227.0,5,3,Binh Chanh,NhaO,14.088
132.9,2,1,Hoc Mon,CanHo,3.077
88.7,3,3,Quan 11,CanHo,6.472
110.8,4,3,Thu Duc,CanHo,6.821
294.4,2,2,Quan 12,NhaO,16.359
245.9,4,3,Quan 8,NhaO,26.146
119.1,2,2,Nha Be,CanHo,3.979
117.3,2,1,Quan 11,CanHo,7.675
44.3,3,2,Quan 1,CanHo,5.676
82.4,6,5,Quan 7,NhaO,14.159
118.1,2,1,Binh Tan,CanHo,3.878
128.8,4,3,Nha Be,CanHo,5.075
110.8,5,3,Thu Duc,NhaO,9.977
185.9,3,2,Quan 8,NhaO,18.777
257.0,3,2,Quan 11,NhaO,41.289
193.5,3,1,Binh Chanh,NhaO,8.582
108.7,2,1,Binh Thanh,CanHo,7.657
152.0,3,3,Go Vap,NhaO,14.583
131.0,2,2,Quan 5,NhaO,27.536
34.7,4,4,Thu Duc,CanHo,1.858
65.5,3,3,Thu Duc,CanHo,3.852
212.7,3,3,Thu Duc,NhaO,19.798
109.1,1,1,Phu Nhuan,CanHo,8.973
265.4,3,2,Hoc Mon,NhaO,13.28
236.9,5,4,Thu Duc,NhaO,20.02
66.7,2,1,Quan 8,CanHo,3.398
104.5,2,2,Tan Phu,CanHo,4.389
288.7,4,2,Quan 1,NhaO,80.485
66.4,2,1,Nha Be,CanHo,2.134
114.1,3,1,Quan 4,NhaO,19.102
157.1,5,5,Quan 1,NhaO,48.119
145.1,3,1,Quan 4,NhaO,25.26
70.4,3,3,Hoc Mon,CanHo,1.815
183.3,2,1,Tan Phu,NhaO,15.355
105.9,4,3,Quan 12,CanHo,3.749
262.5,4,3,Quan 6,NhaO,44.171
107.6,3,2,Quan 7,CanHo,7.888
158.3,3,2,Quan 4,NhaO,27.198
237.3,4,2,Quan 12,NhaO,14.659
250.7,6,6,Phu Nhuan,NhaO,60.101
173.8,4,2,Quan 12,NhaO,11.611
72.9,4,3,Nha Be,NhaO,4.268
146.4,4,2,Binh Chanh,NhaO,8.204
208.9,2,1,Quan 7,NhaO,28.748
96.0,4,3,Quan 5,CanHo,8.886
65.3,3,3,Quan 7,CanHo,5.073
85.4,1,1,Binh Thanh,CanHo,5.991
273.9,5,5,Binh Chanh,NhaO,16.723
173.4,4,2,Tan Phu,NhaO,16.48
214.0,3,2,Quan 8,NhaO,24.772
109.5,3,3,Tan Binh,CanHo,7.517
124.1,1,1,Quan 6,CanHo,8.138
219.9,6,5,Quan 1,NhaO,69.675
57.4,3,2,Quan 1,CanHo,7.969
79.0,2,2,Phu Nhuan,CanHo,7.23
133.8,3,2,Nha Be,NhaO,7.586
33.1,5,5,Quan 6,NhaO,4.919
137.3,2,2,Tan Binh,CanHo,7.883
128.5,3,3,Tan Phu,CanHo,6.208
120.6,3,2,Nha Be,CanHo,3.756
32.8,4,4,Hoc Mon,CanHo,0.894
132.1,3,3,Tan Binh,CanHo,9.972
44.2,4,4,Go Vap,CanHo,2.179
87.8,1,1,Tan Phu,CanHo,3.769
245.5,3,1,Nha Be,NhaO,13.235
116.1,4,3,Nha Be,CanHo,4.134
111.3,3,2,Binh Chanh,CanHo,3.278
50.1,2,1,Quan 12,CanHo,1.502
50.3,1,1,Binh Chanh,CanHo,1.291
160.9,3,1,Quan 12,NhaO,9.239
46.3,2,1,Quan 11,CanHo,3.303
193.0,4,2,Quan 5,NhaO,36.008
119.2,2,2,Go Vap,CanHo,5.742
295.7,3,1,Binh Thanh,NhaO,48.143
233.2,4,3,Binh Tan,NhaO,15.988
54.8,3,3,Quan 7,CanHo,4.304
75.3,4,3,Quan 3,NhaO,17.66
214.5,4,3,Phu Nhuan,NhaO,44.673
63.2,4,3,Quan 1,CanHo,9.217
277.8,5,4,Quan 5,NhaO,68.545
131.1,2,1,Hoc Mon,CanHo,2.778
206.7,4,3,Quan 11,NhaO,36.455
238.0,4,3,Binh Chanh,NhaO,13.25
177.9,5,5,Binh Thanh,NhaO,32.91
56.4,2,1,Tan Binh,NhaO,6.889
98.0,2,2,Quan 12,NhaO,6.397
207.3,6,6,Hoc Mon,NhaO,12.608
53.3,4,4,Quan 5,NhaO,11.006
217.8,3,2,Quan 5,NhaO,42.645
279.1,3,2,Tan Phu,NhaO,26.293
49.5,1,1,Quan 11,CanHo,3.324
67.9,1,1,Phu Nhuan,CanHo,6.559
79.6,4,4,Quan 7,CanHo,6.561
59.3,4,3,Binh Tan,NhaO,4.044
223.2,2,2,Tan Phu,NhaO,17.155
34.0,4,4,Tan Phu,CanHo,1.827
209.4,3,3,Quan 3,NhaO,52.472
32.4,4,3,Binh Chanh,CanHo,0.889
91.0,4,2,Nha Be,NhaO,6.36
93.3,3,2,Quan 5,CanHo,8.416
100.3,1,1,Quan 3,CanHo,9.296
122.8,2,2,Quan 4,CanHo,8.425
208.4,3,1,Phu Nhuan,NhaO,41.519
161.4,5,4,Go Vap,NhaO,17.868
82.1,5,3,Quan 3,NhaO,19.605
117.6,2,1,Quan 4,CanHo,8.684
36.0,1,1,Quan 1,CanHo,4.597
61.9,6,4,Phu Nhuan,NhaO,15.635
48.1,2,2,Nha Be,CanHo,1.366
206.5,4,2,Binh Tan,NhaO,13.139
76.5,2,1,Quan 1,NhaO,23.316
195.0,6,4,Tan Phu,NhaO,17.965
164.2,6,4,Quan 5,NhaO,34.792
121.1,6,4,Tan Binh,NhaO,19.279
137.4,2,1,Quan 5,CanHo,12.106
190.1,3,3,Quan 3,NhaO,40.88
75.4,3,1,Tan Binh,NhaO,8.879
41.0,2,1,Binh Chanh,NhaO,1.995
267.5,2,2,Quan 1,NhaO,67.232
269.5,4,2,Binh Chanh,NhaO,15.174
54.3,2,1,Quan 6,CanHo,3.287
216.8,4,4,Hoc Mon,NhaO,11.246
123.9,2,1,Quan 12,NhaO,7.152
293.7,4,3,Thu Duc,NhaO,29.307
238.0,5,5,Tan Phu,NhaO,22.938
245.1,5,4,Quan 5,NhaO,54.086
44.6,3,2,Quan 3,NhaO,9.631
98.6,4,4,Binh Thanh,CanHo,8.014
77.5,6,6,Nha Be,NhaO,5.758
271.7,5,4,Quan 4,NhaO,53.981
53.5,3,3,Tan Binh,CanHo,3.854
42.6,3,3,Quan 10,CanHo,3.427
157.2,4,4,Quan 4,NhaO,32.43
280.5,4,4,Quan 8,NhaO,33.451
224.4,5,4,Tan Phu,NhaO,25.28
64.3,5,3,Binh Thanh,NhaO,9.357
259.9,4,3,Quan 5,NhaO,49.756
127.7,2,2,Quan 10,CanHo,10.199
141.2,4,3,Quan 4,NhaO,28.372
157.8,4,3,Binh Chanh,NhaO,7.351
58.8,3,3,Quan 10,CanHo,5.379
272.5,4,4,Binh Chanh,NhaO,13.044
35.6,3,2,Thu Duc,CanHo,2.07
163.7,2,1,Tan Phu,NhaO,14.727
46.3,2,2,Quan 8,CanHo,2.656
159.5,3,3,Quan 1,NhaO,51.282
155.2,3,1,Tan Phu,NhaO,13.305
108.0,1,1,Tan Phu,CanHo,4.53
35.5,3,2,Thu Duc,CanHo,2.009
197.5,3,1,Quan 4,NhaO,37.285
44.0,3,2,Quan 3,CanHo,4.613
50.9,1,1,Go Vap,CanHo,2.095
90.3,4,4,Quan 10,CanHo,8.456
125.2,3,1,Binh Thanh,NhaO,19.186
38.8,3,2,Quan 3,CanHo,3.933
221.7,5,3,Binh Tan,NhaO,18.619
71.8,1,1,Hoc Mon,CanHo,1.708
40.7,2,1,Quan 4,CanHo,3.331
74.5,2,1,Quan 5,NhaO,12.589
170.6,5,5,Quan 8,NhaO,20.922
123.6,4,2,Binh Tan,NhaO,9.238
38.8,2,1,Quan 8,CanHo,2.05
84.5,4,3,Binh Thanh,CanHo,7.119
76.4,3,3,Quan 12,NhaO,5.114
48.0,2,1,Quan 3,CanHo,5.134
107.0,3,1,Nha Be,NhaO,6.842
94.2,2,1,Quan 7,NhaO,11.893
71.9,2,2,Quan 11,CanHo,5.006
72.3,2,1,Quan 6,CanHo,4.042
281.4,6,6,Phu Nhuan,NhaO,78.769
32.5,3,2,Quan 6,CanHo,2.125
104.0,4,3,Binh Chanh,CanHo,3.041
47.1,1,1,Quan 3,CanHo,3.797
126.5,3,3,Tan Phu,NhaO,11.917
172.1,6,5,Binh Chanh,NhaO,9.386
259.4,5,3,Nha Be,NhaO,19.797
85.0,1,1,Quan 8,CanHo,4.293
73.7,1,1,Go Vap,CanHo,3.212
126.4,1,1,Tan Phu,CanHo,5.785
118.8,2,2,Tan Binh,CanHo,8.115
47.1,1,1,Tan Binh,CanHo,2.589
138.6,1,1,Thu Duc,CanHo,6.026
76.8,4,4,Quan 11,CanHo,5.313
91.8,1,1,Quan 12,CanHo,3.233
92.4,4,4,Binh Tan,CanHo,3.357
100.9,5,3,Quan 6,NhaO,15.785
51.4,2,2,Tan Binh,CanHo,2.936
139.4,1,1,Binh Tan,CanHo,4.921
99.8,4,4,Quan 11,CanHo,7.239
74.0,2,2,Quan 11,NhaO,10.562
74.1,3,2,Go Vap,NhaO,6.774
63.3,1,1,Quan 3,CanHo,6.214
191.7,3,1,Quan 5,NhaO,35.366
61.3,3,3,Quan 12,CanHo,2.267
33.4,2,1,Quan 6,CanHo,2.217
131.5,2,2,Binh Thanh,CanHo,9.829
244.7,4,2,Quan 8,NhaO,30.289
154.3,2,2,Tan Binh,NhaO,21.147
124.0,5,4,Binh Tan,NhaO,8.73
88.5,3,3,Hoc Mon,CanHo,2.28
90.0,6,4,Quan 5,NhaO,18.656
63.8,3,3,Quan 12,NhaO,4.205
35.1,4,3,Quan 4,NhaO,5.691
244.1,4,2,Quan 3,NhaO,52.424
41.7,3,1,Quan 11,NhaO,5.551
278.4,3,1,Quan 5,NhaO,59.377
37.9,3,1,Go Vap,NhaO,3.857
49.3,2,2,Go Vap,CanHo,2.138
88.6,3,2,Thu Duc,NhaO,6.99
279.5,4,2,Quan 5,NhaO,56.919
211.9,2,2,Tan Phu,NhaO,19.875
55.1,2,1,Tan Binh,CanHo,3.073
82.3,2,1,Quan 5,CanHo,7.124
110.0,1,1,Nha Be,CanHo,3.323
81.4,2,1,Quan 12,CanHo,2.556
138.4,3,3,Quan 12,CanHo,5.54
51.4,4,4,Go Vap,CanHo,2.716
68.7,4,2,Quan 5,NhaO,14.41
47.5,3,2,Quan 7,NhaO,5.771
57.1,3,2,Quan 5,CanHo,4.64
70.5,3,2,Phu Nhuan,CanHo,6.77
59.2,3,2,Tan Phu,NhaO,5.31
56.9,2,2,Quan 1,NhaO,16.371
133.3,5,4,Quan 7,NhaO,17.869
208.5,4,3,Quan 4,NhaO,41.209
208.8,4,2,Quan 12,NhaO,13.391
91.0,1,1,Nha Be,CanHo,3.023
151.5,6,5,Phu Nhuan,NhaO,36.802
77.8,5,4,Quan 3,NhaO,22.313
146.3,3,1,Binh Tan,NhaO,9.658
212.3,5,3,Binh Chanh,NhaO,12.266
92.7,2,2,Binh Tan,CanHo,3.32
136.9,3,2,Binh Chanh,CanHo,3.438
42.2,6,5,Binh Chanh,NhaO,2.4
132.8,4,3,Binh Thanh,NhaO,23.706
38.1,2,2,Go Vap,CanHo,1.717
41.2,1,1,Binh Chanh,CanHo,0.882
175.4,2,1,Quan 1,NhaO,51.387
87.6,3,2,Binh Chanh,CanHo,2.022
34.4,3,2,Binh Chanh,CanHo,0.922
42.6,4,4,Binh Chanh,CanHo,1.271
164.1,6,4,Binh Thanh,NhaO,27.211
136.7,2,1,Go Vap,CanHo,6.691
87.8,3,3,Nha Be,NhaO,5.289
99.5,1,1,Quan 10,CanHo,7.485
93.2,4,3,Quan 4,CanHo,7.105
166.3,3,2,Quan 12,NhaO,11.408
76.7,2,1,Quan 8,CanHo,4.329
199.5,4,4,Quan 1,NhaO,65.754
102.3,5,3,Tan Phu,NhaO,10.875
110.5,1,1,Binh Chanh,CanHo,2.535
70.6,5,4,Quan 10,NhaO,15.942
124.9,1,1,Binh Thanh,CanHo,10.29
101.8,2,2,Quan 12,CanHo,3.431
81.8,3,2,Quan 6,NhaO,11.64
101.9,1,1,Tan Binh,CanHo,5.526
99.8,6,5,Quan 1,NhaO,36.589
290.2,4,4,Quan 3,NhaO,64.784
192.4,6,6,Binh Thanh,NhaO,38.049
104.5,1,1,Go Vap,CanHo,5.284
60.2,5,3,Quan 10,NhaO,13.617
127.5,2,2,Binh Tan,CanHo,5.028
121.9,3,3,Binh Thanh,CanHo,11.597
58.8,3,2,Quan 6,NhaO,8.313
